ID_LOC	MEAS_DATE	MEAS_TIME	SITE	SITE_PLOT	PAI_DEVICE_LAB	PAI_DEVICE_TYPE	PAI_MEAS_TYPE	ID_MEAS	PAI	GAP1	GAP2	GAP3	GAP4	GAP5	BAD_READINGS
PSL_6_MEAS25	20210830	20:43:05	PSL	6	DYNAFOR	LICOR_LAI2200	BELOW	25	2.9193	0.141758	0.124567	0.10926	0.112376	0.0428592	NA
PSL_6_MEAS23	20210830	20:43:29	PSL	6	DYNAFOR	LICOR_LAI2200	BELOW	23	1.37507	0.581523	0.395484	0.362423	0.333494	0.202598	NA
PSL_6_MEAS21	20210830	20:43:54	PSL	6	DYNAFOR	LICOR_LAI2200	BELOW	21	0.712212	0.939789	0.892282	0.719609	0.533486	0.243924	NA
PSL_6_MEAS11	20210830	20:44:18	PSL	6	DYNAFOR	LICOR_LAI2200	BELOW	11	2.19233	0.204695	0.1727	0.180729	0.183385	0.134266	NA
PSL_6_MEAS9	20210830	20:44:44	PSL	6	DYNAFOR	LICOR_LAI2200	BELOW	9	2.67724	0.182447	0.192954	0.1569	0.0842758	0.0642694	NA
PSL_6_MEAS7	20210830	20:45:36	PSL	6	DYNAFOR	LICOR_LAI2200	BELOW	7	3.51203	0.154742	0.0627217	0.0936311	0.0402619	0.0385616	NA
PSL_6_MEAS17	20210830	20:45:58	PSL	6	DYNAFOR	LICOR_LAI2200	BELOW	17	2.71094	0.206755	0.186407	0.158938	0.0747757	0.0648338	NA
PSL_6_MEAS19	20210830	20:46:19	PSL	6	DYNAFOR	LICOR_LAI2200	BELOW	19	2.82321	0.0657104	0.0582659	0.0862283	0.204099	0.0977479	NA
PSL_6_MEAS13	20210830	20:48:10	PSL	6	DYNAFOR	LICOR_LAI2200	BELOW	13	2.70241	0.263007	0.279453	0.105394	0.0895703	0.0547965	NA
PSL_6_MEAS1	20211027	18:53:26	PSL	6	CEFE	LICOR_LAI2200	BELOW	1	1.87704	0.12372	0.184846	0.245208	0.297465	0.180388	NA
PSL_6_MEAS3	20211027	18:53:58	PSL	6	CEFE	LICOR_LAI2200	BELOW	3	2.85285	0.0996191	0.0977769	0.157025	0.0930328	0.0650405	NA
PSL_6_MEAS5	20211027	18:54:21	PSL	6	CEFE	LICOR_LAI2200	BELOW	5	2.15955	0.185531	0.199419	0.297043	0.1895	0.0706809	NA
PSL_6_MEAS15	20211027	18:54:53	PSL	6	CEFE	LICOR_LAI2200	BELOW	15	2.65792	0.0857602	0.114069	0.158677	0.149698	0.0651268	NA
PSL_6_MEAS25	20211027	18:55:14	PSL	6	CEFE	LICOR_LAI2200	BELOW	25	0.78055	0.82793	0.841824	0.774535	0.52648	0.190422	NA
PSL_6_MEAS23	20211027	18:55:40	PSL	6	CEFE	LICOR_LAI2200	BELOW	23	1.88117	0.260563	0.294037	0.325645	0.245173	0.0821474	NA
PSL_6_MEAS21	20211027	18:56:09	PSL	6	CEFE	LICOR_LAI2200	BELOW	21	1.10502	0.806852	0.704023	0.521325	0.383505	0.160187	NA
PSL_6_MEAS11	20211027	18:56:35	PSL	6	CEFE	LICOR_LAI2200	BELOW	11	2.09139	0.13065	0.20307	0.157526	0.256514	0.147836	NA
PSL_6_MEAS9	20211027	18:56:59	PSL	6	CEFE	LICOR_LAI2200	BELOW	9	2.16708	0.261365	0.285959	0.185099	0.140541	0.11876	NA
PSL_6_MEAS7	20211027	18:57:25	PSL	6	CEFE	LICOR_LAI2200	BELOW	7	3.07629	0.157072	0.146575	0.104788	0.0742998	0.035599	NA
PSL_6_MEAS17	20211027	18:57:49	PSL	6	CEFE	LICOR_LAI2200	BELOW	17	2.59838	0.182315	0.19123	0.138748	0.100724	0.0807118	NA
PSL_6_MEAS19	20211027	18:58:20	PSL	6	CEFE	LICOR_LAI2200	BELOW	19	2.3348	0.178944	0.125545	0.124587	0.199134	0.153589	NA
PSL_6_MEAS13	20211027	18:58:51	PSL	6	CEFE	LICOR_LAI2200	BELOW	13	2.28343	0.509893	0.334783	0.166921	0.123613	0.0706086	NA
PSL_7_MEAS1	20210512	05:58:26	PSL	7	CESBIO	LICOR_LAI2000	BELOW	1	0.540531	1	0.980392	0.869565	0.52381	0.349206	NA
PSL_7_MEAS3	20210512	05:58:48	PSL	7	CESBIO	LICOR_LAI2000	BELOW	3	1.61542	0.5	0.310345	0.243243	0.224719	0.294118	NA
PSL_7_MEAS5	20210512	06:00:07	PSL	7	CESBIO	LICOR_LAI2000	BELOW	5	1.68765	0.434783	0.264706	0.318182	0.236364	0.179487	NA
PSL_7_MEAS15	20210512	06:01:19	PSL	7	CESBIO	LICOR_LAI2000	BELOW	15	0.60796	1	0.727273	0.636364	0.542857	0.5	NA
PSL_7_MEAS25	20210512	06:02:00	PSL	7	CESBIO	LICOR_LAI2000	BELOW	25	2.08817	0.424242	0.26087	0.184615	0.133333	0.163636	NA
PSL_7_MEAS23	20210512	06:02:28	PSL	7	CESBIO	LICOR_LAI2000	BELOW	23	2.20985	0.285714	0.2	0.171429	0.141176	0.15	NA
PSL_7_MEAS21	20210512	06:02:51	PSL	7	CESBIO	LICOR_LAI2000	BELOW	21	1.43906	0.285714	0.218182	0.3	0.433333	0.307692	NA
PSL_7_MEAS11	20210512	06:03:05	PSL	7	CESBIO	LICOR_LAI2000	BELOW	11	0.589871	1	0.909091	0.928571	0.477778	0.323077	ERROR
PSL_7_MEAS9	20210512	06:03:23	PSL	7	CESBIO	LICOR_LAI2000	BELOW	9	1.16743	0.8	0.616667	0.475	0.326316	0.2	NA
PSL_7_MEAS7	20210512	06:03:46	PSL	7	CESBIO	LICOR_LAI2000	BELOW	7	2.09461	0.35	0.2	0.1625	0.168421	0.185714	NA
PSL_7_MEAS17	20210512	06:04:09	PSL	7	CESBIO	LICOR_LAI2000	BELOW	17	1.97992	0.27907	0.169231	0.2	0.228571	0.186667	NA
PSL_7_MEAS19	20210512	06:04:26	PSL	7	CESBIO	LICOR_LAI2000	BELOW	19	1.60416	0.444444	0.314286	0.273684	0.269565	0.211765	NA
PSL_7_MEAS13	20210512	06:04:46	PSL	7	CESBIO	LICOR_LAI2000	BELOW	13	2.13926	0.222222	0.128571	0.157895	0.208696	0.211765	NA
PSL_7_MEAS1	20210607	21:08:15	PSL	7	DYNAFOR	LICOR_LAI2200	BELOW	1	0.700703	0.900177	0.823032	0.763873	0.481166	0.29944	NA
PSL_7_MEAS3	20210607	21:09:07	PSL	7	DYNAFOR	LICOR_LAI2200	BELOW	3	3.40426	0.0714074	0.0413526	0.0513991	0.066336	0.119563	NA
PSL_7_MEAS5	20210607	21:09:42	PSL	7	DYNAFOR	LICOR_LAI2200	BELOW	5	3.4058	0.034376	0.038128	0.0652423	0.0985654	0.0697619	NA
PSL_7_MEAS15	20210607	21:10:21	PSL	7	DYNAFOR	LICOR_LAI2200	BELOW	15	0.855999	0.87073	0.534867	0.488759	0.500358	0.408772	NA
PSL_7_MEAS25	20210607	21:11:24	PSL	7	DYNAFOR	LICOR_LAI2200	BELOW	25	2.75074	0.470233	0.188737	0.107383	0.0969208	0.0478608	NA
PSL_7_MEAS23	20210607	21:11:57	PSL	7	DYNAFOR	LICOR_LAI2200	BELOW	23	3.21035	0.0923873	0.0647541	0.102784	0.0627852	0.0701743	NA
PSL_7_MEAS21	20210607	21:12:33	PSL	7	DYNAFOR	LICOR_LAI2200	BELOW	21	1.95425	0.163717	0.160365	0.248264	0.237661	0.186855	NA
PSL_7_MEAS11	20210607	21:13:40	PSL	7	DYNAFOR	LICOR_LAI2200	BELOW	11	1.83758	0.289663	0.38422	0.357035	0.169292	0.108715	NA
PSL_7_MEAS9	20210607	21:14:40	PSL	7	DYNAFOR	LICOR_LAI2200	BELOW	9	1.36173	0.649068	0.57603	0.405668	0.25826	0.178046	NA
PSL_7_MEAS7	20210607	21:15:11	PSL	7	DYNAFOR	LICOR_LAI2200	BELOW	7	2.43548	0.239126	0.132008	0.161967	0.129569	0.116929	NA
PSL_7_MEAS17	20210607	21:15:47	PSL	7	DYNAFOR	LICOR_LAI2200	BELOW	17	2.64412	0.117898	0.0914513	0.110761	0.155742	0.11373	NA
PSL_7_MEAS19	20210607	21:16:12	PSL	7	DYNAFOR	LICOR_LAI2200	BELOW	19	1.31856	0.266131	0.280604	0.347789	0.425385	0.340183	NA
PSL_7_MEAS13	20210607	21:16:33	PSL	7	DYNAFOR	LICOR_LAI2200	BELOW	13	2.5824	0.0740721	0.0933792	0.0963014	0.148357	0.210524	NA
PSL_7_MEAS1	20210719	21:22:43	PSL	7	CEFE	LICOR_LAI2200	BELOW	1	1.27901	0.748282	0.636083	0.536433	0.264301	0.146674	NA
PSL_7_MEAS3	20210719	21:23:02	PSL	7	CEFE	LICOR_LAI2200	BELOW	3	3.2219	0.228887	0.0533938	0.0504381	0.0893798	0.0897959	NA
PSL_7_MEAS5	20210719	21:23:37	PSL	7	CEFE	LICOR_LAI2200	BELOW	5	3.04357	0.0989174	0.0809186	0.0906151	0.103974	0.0625146	NA
PSL_7_MEAS15	20210719	21:24:10	PSL	7	CEFE	LICOR_LAI2200	BELOW	15	1.44299	0.726043	0.490152	0.33265	0.244363	0.200907	NA
PSL_7_MEAS25	20210719	21:25:55	PSL	7	CEFE	LICOR_LAI2200	BELOW	25	1.99697	0.772183	0.427552	0.194488	0.182375	0.0733264	NA
PSL_7_MEAS23	20210719	21:26:24	PSL	7	CEFE	LICOR_LAI2200	BELOW	23	2.40233	0.233817	0.154258	0.184357	0.147302	0.0824311	NA
PSL_7_MEAS21	20210719	21:27:59	PSL	7	CEFE	LICOR_LAI2200	BELOW	21	1.84901	0.209002	0.153583	0.244294	0.270434	0.233024	NA
PSL_7_MEAS11	20210719	21:28:21	PSL	7	CEFE	LICOR_LAI2200	BELOW	11	0.647455	0.962354	0.905926	0.93298	0.466888	0.268155	NA
PSL_7_MEAS9	20210719	21:29:01	PSL	7	CEFE	LICOR_LAI2200	BELOW	9	1.73002	0.489674	0.387571	0.308786	0.215648	0.119536	NA
PSL_7_MEAS7	20210719	21:29:35	PSL	7	CEFE	LICOR_LAI2200	BELOW	7	2.78154	0.175868	0.118374	0.116724	0.0986523	0.0798821	NA
PSL_7_MEAS17	20210719	21:30:14	PSL	7	CEFE	LICOR_LAI2200	BELOW	17	3.16629	0.0828145	0.0764857	0.083319	0.0831309	0.0650343	NA
PSL_7_MEAS19	20210719	21:30:31	PSL	7	CEFE	LICOR_LAI2200	BELOW	19	2.3103	0.0683571	0.131216	0.164551	0.183782	0.174599	NA
PSL_7_MEAS13	20210719	21:30:48	PSL	7	CEFE	LICOR_LAI2200	BELOW	13	3.24532	0.0690598	0.0602129	0.057676	0.0780369	0.109494	NA
PSL_7_MEAS1	20210928	19:33:16	PSL	7	CEFE	LICOR_LAI2200	BELOW	1	0.856983	0.943995	0.780893	0.641331	0.454121	0.22506	NA
PSL_7_MEAS3	20210928	19:33:55	PSL	7	CEFE	LICOR_LAI2200	BELOW	3	2.85225	0.224808	0.085858	0.079739	0.0932701	0.131891	NA
PSL_7_MEAS5	20210928	19:36:50	PSL	7	CEFE	LICOR_LAI2200	BELOW	5	2.52998	0.0542984	0.132934	0.142683	0.127622	0.153992	NA
PSL_7_MEAS15	20210928	19:38:11	PSL	7	CEFE	LICOR_LAI2200	BELOW	15	0.648691	0.936395	0.662674	0.563676	0.582543	0.501299	NA
PSL_7_MEAS25	20210928	19:40:09	PSL	7	CEFE	LICOR_LAI2200	BELOW	25	1.64406	0.410248	0.455592	0.352359	0.219359	0.126204	NA
PSL_7_MEAS23	20210928	19:40:31	PSL	7	CEFE	LICOR_LAI2200	BELOW	23	2.98054	0.156066	0.100605	0.0837744	0.0859522	0.0807427	NA
PSL_7_MEAS21	20210928	19:43:24	PSL	7	CEFE	LICOR_LAI2200	BELOW	21	2.35936	0.290109	0.164596	0.190026	0.136037	0.0921039	NA
PSL_7_MEAS11	20210928	19:45:25	PSL	7	CEFE	LICOR_LAI2200	BELOW	11	2.4835	0.288917	0.119583	0.167043	0.126871	0.0990654	NA
PSL_7_MEAS9	20210928	19:45:52	PSL	7	CEFE	LICOR_LAI2200	BELOW	9	1.61361	0.144112	0.247493	0.313223	0.332508	0.232815	NA
PSL_7_MEAS7	20210928	19:46:38	PSL	7	CEFE	LICOR_LAI2200	BELOW	7	2.54721	0.128236	0.1027	0.113896	0.161909	0.133078	NA
PSL_7_MEAS17	20210928	19:41:01	PSL	7	CEFE	LICOR_LAI2200	BELOW	17	1.81677	0.213126	0.202891	0.249215	0.273976	0.193107	NA
PSL_7_MEAS19	20210928	19:41:46	PSL	7	CEFE	LICOR_LAI2200	BELOW	19	1.33302	0.646982	0.567545	0.607183	0.234327	0.140079	NA
PSL_7_MEAS13	20210928	19:42:30	PSL	7	CEFE	LICOR_LAI2200	BELOW	13	1.47652	0.148668	0.340247	0.421341	0.352492	0.186364	NA
PSL_7_MEAS1	20211027	18:37:59	PSL	7	CEFE	LICOR_LAI2200	BELOW	1	0.977721	0.862485	0.678717	0.554	0.442331	0.204507	NA
PSL_7_MEAS3	20211027	18:38:14	PSL	7	CEFE	LICOR_LAI2200	BELOW	3	2.84506	0.133606	0.125516	0.0853646	0.095742	0.0988235	NA
PSL_7_MEAS5	20211027	18:38:38	PSL	7	CEFE	LICOR_LAI2200	BELOW	5	2.74891	0.0606025	0.104433	0.09522	0.162899	0.0929986	NA
PSL_7_MEAS15	20211027	18:39:02	PSL	7	CEFE	LICOR_LAI2200	BELOW	15	0.685194	0.807929	0.778586	0.587635	0.512393	0.442102	NA
PSL_7_MEAS25	20211027	18:39:23	PSL	7	CEFE	LICOR_LAI2200	BELOW	25	1.70238	0.812991	0.515045	0.265857	0.18393	0.129652	NA
PSL_7_MEAS23	20211027	18:39:51	PSL	7	CEFE	LICOR_LAI2200	BELOW	23	2.23609	0.105425	0.138785	0.294132	0.186852	0.0914264	NA
PSL_7_MEAS21	20211027	18:40:08	PSL	7	CEFE	LICOR_LAI2200	BELOW	21	1.60438	0.195373	0.296681	0.278177	0.353675	0.195998	NA
PSL_7_MEAS11	20211027	18:40:28	PSL	7	CEFE	LICOR_LAI2200	BELOW	11	0.854842	0.903201	0.896526	0.774026	0.445116	0.164018	NA
PSL_7_MEAS9	20211027	18:40:50	PSL	7	CEFE	LICOR_LAI2200	BELOW	9	1.31133	0.782982	0.630136	0.422273	0.266925	0.170646	NA
PSL_7_MEAS7	20211027	18:41:10	PSL	7	CEFE	LICOR_LAI2200	BELOW	7	2.03122	0.155683	0.218765	0.181756	0.226504	0.164073	NA
PSL_7_MEAS17	20211027	18:41:34	PSL	7	CEFE	LICOR_LAI2200	BELOW	17	2.32061	0.184648	0.118688	0.181286	0.169323	0.133015	NA
PSL_7_MEAS19	20211027	18:41:57	PSL	7	CEFE	LICOR_LAI2200	BELOW	19	1.29511	0.538165	0.559219	0.392857	0.316505	0.198954	NA
PSL_7_MEAS13	20211027	18:42:14	PSL	7	CEFE	LICOR_LAI2200	BELOW	13	2.88945	0.0543053	0.0916113	0.0942143	0.112749	0.105548	NA
PSL_8_MEAS1	20210607	21:18:47	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	1	1.57535	0.127922	0.19115	0.409791	0.456099	0.166422	NA
PSL_8_MEAS3	20210607	21:19:05	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	3	1.09333	0.527194	0.605545	0.62069	0.37282	0.185881	NA
PSL_8_MEAS5	20210607	21:19:34	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	5	2.50071	0.101909	0.145742	0.122119	0.129634	0.153664	NA
PSL_8_MEAS15	20210607	21:19:58	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	15	2.26388	0.0896577	0.107148	0.252352	0.184536	0.136129	NA
PSL_8_MEAS25	20210607	21:20:22	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	25	1.63934	0.437277	0.322588	0.281423	0.261082	0.182346	NA
PSL_8_MEAS23	20210607	21:21:08	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	23	2.85702	0.0593519	0.0693638	0.135344	0.118144	0.0907738	NA
PSL_8_MEAS21	20210607	21:21:41	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	21	1.61555	0.381389	0.265666	0.364545	0.324218	0.135258	NA
PSL_8_MEAS11	20210607	21:22:06	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	11	2.44527	0.11325	0.139796	0.174482	0.126576	0.127479	NA
PSL_8_MEAS9	20210607	21:22:31	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	9	1.62638	0.120861	0.368388	0.407474	0.268517	0.154976	NA
PSL_8_MEAS7	20210607	21:23:15	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	7	2.91977	0.0305474	0.0599441	0.134558	0.145733	0.0759547	NA
PSL_8_MEAS17	20210607	21:23:52	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	17	2.84897	0.0697137	0.147758	0.0987715	0.108737	0.0717308	NA
PSL_8_MEAS19	20210607	21:24:13	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	19	2.80637	0.104716	0.0820434	0.105403	0.117466	0.108372	NA
PSL_8_MEAS13	20210607	21:24:33	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	13	1.72693	0.712639	0.612493	0.286151	0.139036	0.139724	NA
PSL_8_MEAS1	20210719	21:32:07	PSL	8	CEFE	LICOR_LAI2200	BELOW	1	2.19808	0.102607	0.118339	0.273671	0.242514	0.0952403	NA
PSL_8_MEAS3	20210719	21:32:25	PSL	8	CEFE	LICOR_LAI2200	BELOW	3	1.47366	0.358819	0.454676	0.463891	0.288228	0.126042	NA
PSL_8_MEAS5	20210719	21:33:11	PSL	8	CEFE	LICOR_LAI2200	BELOW	5	3.04504	0.0948327	0.0888521	0.0769379	0.079951	0.101641	NA
PSL_8_MEAS15	20210719	21:33:34	PSL	8	CEFE	LICOR_LAI2200	BELOW	15	2.96258	0.0537617	0.0736065	0.146744	0.110125	0.0580779	NA
PSL_8_MEAS25	20210719	21:33:59	PSL	8	CEFE	LICOR_LAI2200	BELOW	25	2.1721	0.312991	0.254007	0.213275	0.151623	0.0928265	NA
PSL_8_MEAS23	20210719	21:34:37	PSL	8	CEFE	LICOR_LAI2200	BELOW	23	3.38662	0.0486825	0.0474488	0.100668	0.0782038	0.0437622	NA
PSL_8_MEAS21	20210719	21:35:09	PSL	8	CEFE	LICOR_LAI2200	BELOW	21	2.63838	0.442544	0.113528	0.124357	0.122086	0.0749245	NA
PSL_8_MEAS11	20210719	21:35:34	PSL	8	CEFE	LICOR_LAI2200	BELOW	11	3.22367	0.0718878	0.0806829	0.0954297	0.0626857	0.0642907	NA
PSL_8_MEAS9	20210719	21:35:54	PSL	8	CEFE	LICOR_LAI2200	BELOW	9	1.6231	0.117883	0.291761	0.399012	0.297532	0.176196	NA
PSL_8_MEAS7	20210719	21:36:31	PSL	8	CEFE	LICOR_LAI2200	BELOW	7	2.5001	0.0821625	0.153893	0.105375	0.138856	0.171297	NA
PSL_8_MEAS17	20210719	21:37:00	PSL	8	CEFE	LICOR_LAI2200	BELOW	17	2.15808	0.158641	0.203672	0.195115	0.223044	0.0988056	NA
PSL_8_MEAS19	20210719	21:37:23	PSL	8	CEFE	LICOR_LAI2200	BELOW	19	3.62782	0.0853734	0.0459016	0.0610422	0.0538404	0.0454023	NA
PSL_8_MEAS13	20210719	21:37:43	PSL	8	CEFE	LICOR_LAI2200	BELOW	13	2.4155	0.513036	0.402102	0.171889	0.0792208	0.0625529	NA
PSL_8_MEAS1	20210830	20:16:13	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	1	1.6285	0.148195	0.163848	0.377388	0.44	0.173596	NA
PSL_8_MEAS3	20210830	20:16:52	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	3	1.09019	0.528481	0.662118	0.636708	0.34794	0.184023	NA
PSL_8_MEAS5	20210830	20:17:30	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	5	2.55027	0.11587	0.174362	0.129557	0.118879	0.106888	NA
PSL_8_MEAS15	20210830	20:17:53	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	15	2.23625	0.0842785	0.134434	0.244193	0.194469	0.120826	NA
PSL_8_MEAS25	20210830	20:18:13	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	25	1.51151	0.434924	0.378774	0.297636	0.292625	0.206942	NA
PSL_8_MEAS23	20210830	20:18:48	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	23	2.4063	0.0756806	0.110607	0.232175	0.17531	0.0945169	NA
PSL_8_MEAS21	20210830	20:19:16	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	21	1.46402	0.575142	0.365779	0.364654	0.342409	0.147398	NA
PSL_8_MEAS11	20210830	20:19:44	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	11	2.37451	0.141682	0.147204	0.18646	0.125535	0.1391	NA
PSL_8_MEAS9	20210830	20:20:19	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	9	1.47751	0.123876	0.455893	0.446332	0.29083	0.180686	NA
PSL_8_MEAS7	20210830	20:21:42	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	7	1.60946	0.14019	0.232316	0.287163	0.334422	0.280496	NA
PSL_8_MEAS17	20210830	20:23:33	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	17	2.11671	0.126264	0.247026	0.221824	0.219523	0.0907123	NA
PSL_8_MEAS19	20210830	20:24:38	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	19	2.79072	0.127501	0.0817724	0.11264	0.11862	0.0985904	NA
PSL_8_MEAS13	20210830	20:24:55	PSL	8	DYNAFOR	LICOR_LAI2200	BELOW	13	1.55901	0.883394	0.76295	0.336024	0.170536	0.126744	NA
PSL_8_MEAS1	20210928	19:49:10	PSL	8	CEFE	LICOR_LAI2200	BELOW	1	1.08386	0.720843	0.769909	0.608102	0.373929	0.14169	NA
PSL_8_MEAS3	20210928	19:50:58	PSL	8	CEFE	LICOR_LAI2200	BELOW	3	1.11916	0.678208	0.682745	0.594259	0.326473	0.175032	NA
PSL_8_MEAS5	20210928	19:51:50	PSL	8	CEFE	LICOR_LAI2200	BELOW	5	2.30629	0.144369	0.186503	0.158382	0.128084	0.172215	NA
PSL_8_MEAS15	20210928	19:53:46	PSL	8	CEFE	LICOR_LAI2200	BELOW	15	2.81705	0.302538	0.076748	0.098947	0.116012	0.0866484	NA
PSL_8_MEAS9	20210928	19:58:03	PSL	8	CEFE	LICOR_LAI2200	BELOW	9	1.76439	0.823988	0.521358	0.266995	0.143929	0.139399	NA
PSL_8_MEAS19	20210928	20:02:08	PSL	8	CEFE	LICOR_LAI2200	BELOW	19	1.52261	0.249263	0.472192	0.435183	0.243149	0.154307	NA
PSL_8_MEAS13	20210928	20:04:42	PSL	8	CEFE	LICOR_LAI2200	BELOW	13	2.00418	0.241587	0.264418	0.284589	0.144683	0.140517	NA
PSL_8_MEAS1	20211027	18:44:11	PSL	8	CEFE	LICOR_LAI2200	BELOW	1	1.36595	0.140215	0.296634	0.502957	0.459393	0.186437	NA
PSL_8_MEAS3	20211027	18:44:27	PSL	8	CEFE	LICOR_LAI2200	BELOW	3	1.07163	0.526636	0.66027	0.635397	0.382988	0.174539	NA
PSL_8_MEAS5	20211027	18:44:41	PSL	8	CEFE	LICOR_LAI2200	BELOW	5	2.30657	0.0799883	0.184556	0.178418	0.122439	0.192754	NA
PSL_8_MEAS15	20211027	18:45:00	PSL	8	CEFE	LICOR_LAI2200	BELOW	15	2.04211	0.122932	0.217912	0.341942	0.161424	0.123596	NA
PSL_8_MEAS25	20211027	18:45:22	PSL	8	CEFE	LICOR_LAI2200	BELOW	25	0.927375	0.701034	0.600609	0.513732	0.482529	0.292193	NA
PSL_8_MEAS23	20211027	18:45:46	PSL	8	CEFE	LICOR_LAI2200	BELOW	23	2.54219	0.213005	0.212628	0.151329	0.11554	0.0643009	NA
PSL_8_MEAS21	20211027	18:46:12	PSL	8	CEFE	LICOR_LAI2200	BELOW	21	1.56332	0.499653	0.217608	0.363657	0.37521	0.151245	NA
PSL_8_MEAS11	20211027	18:46:42	PSL	8	CEFE	LICOR_LAI2200	BELOW	11	2.23794	0.244922	0.222999	0.157486	0.142376	0.13963	NA
PSL_8_MEAS9	20211027	18:47:08	PSL	8	CEFE	LICOR_LAI2200	BELOW	9	1.22924	0.666778	0.679955	0.548194	0.294091	0.14602	NA
PSL_8_MEAS7	20211027	18:47:53	PSL	8	CEFE	LICOR_LAI2200	BELOW	7	2.33547	0.0856687	0.12491	0.285289	0.157693	0.0958219	NA
PSL_8_MEAS17	20211027	18:48:21	PSL	8	CEFE	LICOR_LAI2200	BELOW	17	2.28086	0.280773	0.192844	0.184739	0.180717	0.0763209	NA
PSL_8_MEAS19	20211027	18:48:40	PSL	8	CEFE	LICOR_LAI2200	BELOW	19	3.2267	0.0376491	0.0547173	0.0795617	0.0825942	0.0971587	NA
PSL_8_MEAS13	20211027	18:49:02	PSL	8	CEFE	LICOR_LAI2200	BELOW	13	1.94367	0.393716	0.376285	0.247896	0.146116	0.127595	NA
PSL_10_MEAS1	20210512	06:32:01	PSL	10	CESBIO	LICOR_LAI2000	BELOW	1	1.08166	0.816327	0.6875	0.581395	0.392857	0.151163	NA
PSL_10_MEAS3	20210512	06:32:35	PSL	10	CESBIO	LICOR_LAI2000	BELOW	3	0.358326	0.9	0.939394	1	0.810345	0.355556	NA
PSL_10_MEAS5	20210512	06:32:50	PSL	10	CESBIO	LICOR_LAI2000	BELOW	5	0.0541148	0.95	0.941176	1	1	0.869565	ERROR
PSL_10_MEAS15	20210512	06:33:24	PSL	10	CESBIO	LICOR_LAI2000	BELOW	15	2.8095	0.0545455	0.177143	0.0958333	0.104839	0.0833333	NA
PSL_10_MEAS25	20210512	06:34:46	PSL	10	CESBIO	LICOR_LAI2000	BELOW	25	1.05734	0.745455	0.513514	0.45098	0.409091	0.294118	NA
PSL_10_MEAS23	20210512	06:35:15	PSL	10	CESBIO	LICOR_LAI2000	BELOW	23	0.199244	0.916667	0.947368	1	0.850746	0.615385	ERROR
PSL_10_MEAS21	20210512	06:35:36	PSL	10	CESBIO	LICOR_LAI2000	BELOW	21	1.30511	0.358333	0.358974	0.407407	0.333333	0.296296	NA
PSL_10_MEAS11	20210512	06:36:26	PSL	10	CESBIO	LICOR_LAI2000	BELOW	11	2.85757	0.1	0.117073	0.0842105	0.108219	0.0947368	NA
PSL_10_MEAS9	20210512	06:37:20	PSL	10	CESBIO	LICOR_LAI2000	BELOW	9	4.09597	0.153846	0.0651163	0.0316667	0.025641	0.0266667	NA
PSL_10_MEAS7	20210512	06:37:48	PSL	10	CESBIO	LICOR_LAI2000	BELOW	7	1.14077	0.585714	0.444444	0.42623	0.4	0.290323	NA
PSL_10_MEAS17	20210512	06:39:43	PSL	10	CESBIO	LICOR_LAI2000	BELOW	17	3.20022	0.08	0.2	0.0878788	0.0488372	0.0447761	NA
PSL_10_MEAS19	20210512	06:41:36	PSL	10	CESBIO	LICOR_LAI2000	BELOW	19	1.25838	0.09375	0.207547	0.479452	0.468085	0.472973	NA
PSL_10_MEAS13	20210512	06:42:18	PSL	10	CESBIO	LICOR_LAI2000	BELOW	13	1.886	0.547059	0.309091	0.302632	0.153061	0.127273	NA
PSL_10_MEAS1	20210609	20:58:38	PSL	10	CESBIO	LICOR_LAI2000	BELOW	1	1.34654	0.545455	0.485714	0.5	0.375	0.108235	NA
PSL_10_MEAS3	20210609	20:59:02	PSL	10	CESBIO	LICOR_LAI2000	BELOW	3	0.93868	0.636364	0.542857	0.621053	0.483333	0.25	NA
