ID_LOC	MEAS_DATE	MEAS_TIME	SITE	SITE_PLOT	PAI_DEVICE_LAB	PAI_DEVICE_TYPE	PAI_MEAS_TYPE	ID_MEAS	PAI	GAP1	GAP2	GAP3	GAP4	GAP5	BAD_READINGS
PSL_10_MEAS5	20210609	20:59:16	PSL	10	CESBIO	LICOR_LAI2000	BELOW	5	0.0364515	0.956522	0.985714	1	1	0.890244	ERROR
PSL_10_MEAS15	20210609	21:00:22	PSL	10	CESBIO	LICOR_LAI2000	BELOW	15	3.31212	0.0254545	0.0637681	0.0855556	0.0790909	0.0658228	NA
PSL_10_MEAS25	20210609	21:01:02	PSL	10	CESBIO	LICOR_LAI2000	BELOW	25	4.39656	0.03	0.0338235	0.0269663	0.0345455	0.0207792	NA
PSL_10_MEAS23	20210609	21:01:43	PSL	10	CESBIO	LICOR_LAI2000	BELOW	23	0.151564	0.904762	0.985075	1	0.881818	0.684211	ERROR
PSL_10_MEAS21	20210609	21:02:02	PSL	10	CESBIO	LICOR_LAI2000	BELOW	21	1.59369	0.247619	0.363636	0.388235	0.254545	0.162162	NA
PSL_10_MEAS11	20210609	21:02:48	PSL	10	CESBIO	LICOR_LAI2000	BELOW	11	3.59734	0.0438095	0.0650794	0.0469136	0.0618557	0.0521127	NA
PSL_10_MEAS9	20210609	21:06:08	PSL	10	CESBIO	LICOR_LAI2000	BELOW	9	3.30456	0.0619048	0.122222	0.0695652	0.0595238	0.052459	NA
PSL_10_MEAS7	20210609	21:06:39	PSL	10	CESBIO	LICOR_LAI2000	BELOW	7	1.7109	0.095	0.149057	0.313433	0.341463	0.283333	NA
PSL_10_MEAS17	20210609	21:07:59	PSL	10	CESBIO	LICOR_LAI2000	BELOW	17	3.11335	0.213333	0.173469	0.0887097	0.0539474	0.0454545	NA
PSL_10_MEAS19	20210609	21:10:08	PSL	10	CESBIO	LICOR_LAI2000	BELOW	19	2.86806	0.0276923	0.0365854	0.0946429	0.176471	0.183673	NA
PSL_10_MEAS13	20210609	21:11:00	PSL	10	CESBIO	LICOR_LAI2000	BELOW	13	1.42905	0.746154	0.589744	0.396226	0.21875	0.165217	NA
PSL_10_MEAS1	20210830	20:25:20	PSL	10	CESBIO	LICOR_LAI2000	BELOW	1	1.57726	0.418605	0.4	0.423529	0.310526	0.0909091	NA
PSL_10_MEAS3	20210830	20:26:00	PSL	10	CESBIO	LICOR_LAI2000	BELOW	3	0.905793	0.631579	0.608333	0.666667	0.464706	0.247423	NA
PSL_10_MEAS5	20210830	20:26:18	PSL	10	CESBIO	LICOR_LAI2000	BELOW	5	0.0595827	0.842105	0.916667	1	1	0.907216	ERROR
PSL_10_MEAS15	20210830	20:26:58	PSL	10	CESBIO	LICOR_LAI2000	BELOW	15	2.87916	0.05	0.11	0.0857143	0.113333	0.105882	NA
PSL_10_MEAS25	20210830	20:27:42	PSL	10	CESBIO	LICOR_LAI2000	BELOW	25	4.02782	0.0666667	0.025	0.0475	0.0446154	0.032	NA
PSL_10_MEAS23	20210830	20:28:09	PSL	10	CESBIO	LICOR_LAI2000	BELOW	23	0.309089	0.833333	0.923913	0.916667	0.761538	0.546667	NA
PSL_10_MEAS21	20210830	20:30:36	PSL	10	CESBIO	LICOR_LAI2000	BELOW	21	0.642972	0.619048	0.714286	0.666667	0.626374	0.4	NA
PSL_10_MEAS11	20210830	20:31:09	PSL	10	CESBIO	LICOR_LAI2000	BELOW	11	3.6044	0.0619048	0.0603175	0.0580247	0.0516484	0.048	NA
PSL_10_MEAS9	20210830	20:33:32	PSL	10	CESBIO	LICOR_LAI2000	BELOW	9	3.62308	0.1125	0.06875	0.0409836	0.0507246	0.0513514	NA
PSL_10_MEAS7	20210830	20:34:02	PSL	10	CESBIO	LICOR_LAI2000	BELOW	7	1.34456	0.242857	0.365854	0.339623	0.372881	0.303125	NA
PSL_10_MEAS17	20210830	20:39:26	PSL	10	CESBIO	LICOR_LAI2000	BELOW	17	3.13306	0.15	0.0777778	0.0826087	0.0769231	0.0678571	NA
PSL_10_MEAS19	20210830	20:40:15	PSL	10	CESBIO	LICOR_LAI2000	BELOW	19	1.89845	0.12	0.133333	0.294737	0.286364	0.191667	NA
PSL_10_MEAS13	20210830	20:41:07	PSL	10	CESBIO	LICOR_LAI2000	BELOW	13	1.55988	0.780488	0.583333	0.3	0.194444	0.163265	NA
PSL_10_MEAS1	20210928	19:50:01	PSL	10	CESBIO	LICOR_LAI2000	BELOW	1	0.922514	0.727273	0.564516	0.525	0.487179	0.3	NA
PSL_10_MEAS3	20210928	19:50:31	PSL	10	CESBIO	LICOR_LAI2000	BELOW	3	0.79456	0.590909	0.580645	0.625	0.589744	0.32	NA
PSL_10_MEAS5	20210928	19:50:49	PSL	10	CESBIO	LICOR_LAI2000	BELOW	5	0.0766972	1	1	1	1	0.738095	ERROR
PSL_10_MEAS15	20210928	19:51:34	PSL	10	CESBIO	LICOR_LAI2000	BELOW	15	1.66033	0.26875	0.261905	0.222222	0.26	0.323529	NA
PSL_10_MEAS25	20210928	19:52:24	PSL	10	CESBIO	LICOR_LAI2000	BELOW	25	2.28815	0.26875	0.142857	0.114815	0.16	0.214706	NA
PSL_10_MEAS23	20210928	19:52:52	PSL	10	CESBIO	LICOR_LAI2000	BELOW	23	0.231639	0.928571	1	1	0.785714	0.571429	NA
PSL_10_MEAS21	20210928	19:53:29	PSL	10	CESBIO	LICOR_LAI2000	BELOW	21	0.930533	0.514286	0.388889	0.431818	0.52381	0.535714	NA
PSL_10_MEAS11	20210928	19:54:43	PSL	10	CESBIO	LICOR_LAI2000	BELOW	11	1.96133	0.358333	0.230769	0.146875	0.16	0.331818	NA
PSL_10_MEAS9	20210928	19:55:37	PSL	10	CESBIO	LICOR_LAI2000	BELOW	9	1.78355	0.43	0.272727	0.180769	0.2	0.305556	NA
PSL_10_MEAS7	20210928	19:56:21	PSL	10	CESBIO	LICOR_LAI2000	BELOW	7	0.89821	0.29	0.409091	0.538462	0.541667	0.505556	NA
PSL_10_MEAS17	20210928	19:57:56	PSL	10	CESBIO	LICOR_LAI2000	BELOW	17	1.51128	0.5375	0.28125	0.235	0.266667	0.392857	NA
PSL_10_MEAS19	20210928	19:58:46	PSL	10	CESBIO	LICOR_LAI2000	BELOW	19	1.28192	0.5375	0.321429	0.29375	0.342857	0.458333	NA
PSL_10_MEAS13	20210928	20:00:11	PSL	10	CESBIO	LICOR_LAI2000	BELOW	13	0.826838	0.5375	0.5	0.557143	0.457143	0.55	NA
PSL_10_MEAS1	20211027	18:51:27	PSL	10	CESBIO	LICOR_LAI2000	BELOW	1	1.22376	0.65	0.5	0.454545	0.344828	0.204651	NA
PSL_10_MEAS3	20211027	18:52:07	PSL	10	CESBIO	LICOR_LAI2000	BELOW	3	0.788027	0.46	0.352941	0.595745	0.74	0.444444	NA
PSL_10_MEAS5	20211027	18:52:38	PSL	10	CESBIO	LICOR_LAI2000	BELOW	5	0.00828131	1	1	1	1	0.967742	ERROR
PSL_10_MEAS15	20211027	18:53:26	PSL	10	CESBIO	LICOR_LAI2000	BELOW	15	2.9536	0.0818182	0.103448	0.1	0.0642857	0.129032	NA
PSL_10_MEAS25	20211027	18:54:25	PSL	10	CESBIO	LICOR_LAI2000	BELOW	25	2.59273	0.0763158	0.092	0.0911765	0.177778	0.169231	NA
PSL_10_MEAS23	20211027	18:54:56	PSL	10	CESBIO	LICOR_LAI2000	BELOW	23	0.347384	0.951613	0.904762	0.892857	0.733333	0.5	NA
PSL_10_MEAS21	20211027	18:55:15	PSL	10	CESBIO	LICOR_LAI2000	BELOW	21	0.883871	0.435484	0.395238	0.5	0.566667	0.5	NA
PSL_10_MEAS11	20211027	18:56:25	PSL	10	CESBIO	LICOR_LAI2000	BELOW	11	3.2625	0.107407	0.0823529	0.0666667	0.064	0.0722222	NA
PSL_10_MEAS9	20211027	18:56:54	PSL	10	CESBIO	LICOR_LAI2000	BELOW	9	3.09485	0.186957	0.1	0.07	0.0666667	0.0866667	NA
PSL_10_MEAS7	20211027	18:57:24	PSL	10	CESBIO	LICOR_LAI2000	BELOW	7	1.34159	0.156522	0.193333	0.335	0.52381	0.413333	NA
PSL_10_MEAS17	20211027	18:58:08	PSL	10	CESBIO	LICOR_LAI2000	BELOW	17	2.8438	0.189474	0.1	0.0941176	0.0941176	0.1	NA
PSL_10_MEAS19	20211027	18:58:52	PSL	10	CESBIO	LICOR_LAI2000	BELOW	19	1.12439	0.40625	0.47	0.521429	0.413333	0.245455	NA
PSL_10_MEAS13	20211027	18:59:34	PSL	10	CESBIO	LICOR_LAI2000	BELOW	13	1.35633	0.730769	0.535714	0.409091	0.208333	0.25	NA
PSL_11_MEAS1	20210512	06:51:16	PSL	11	DYNAFOR	LICOR_LAI2200	BELOW	1	0.675581	0.871734	0.812586	0.679004	0.528928	0.343763	NA
PSL_11_MEAS3	20210512	06:51:42	PSL	11	DYNAFOR	LICOR_LAI2200	BELOW	3	2.64862	0.113883	0.136917	0.158212	0.105399	0.0844677	NA
PSL_11_MEAS5	20210512	06:52:22	PSL	11	DYNAFOR	LICOR_LAI2200	BELOW	5	2.938	0.138493	0.181407	0.116101	0.0907328	0.0348826	NA
PSL_11_MEAS15	20210512	06:53:19	PSL	11	DYNAFOR	LICOR_LAI2200	BELOW	15	3.45244	0.0897907	0.0648869	0.0513568	0.0644288	0.0621611	NA
PSL_11_MEAS25	20210512	06:54:10	PSL	11	DYNAFOR	LICOR_LAI2200	BELOW	25	2.62817	0.196483	0.190759	0.0872173	0.130079	0.0879384	NA
PSL_11_MEAS23	20210512	06:55:14	PSL	11	DYNAFOR	LICOR_LAI2200	BELOW	23	2.18075	0.404562	0.526259	0.293265	0.104407	0.0463321	NA
PSL_11_MEAS21	20210512	06:57:39	PSL	11	DYNAFOR	LICOR_LAI2200	BELOW	21	2.73961	0.150458	0.25211	0.125087	0.105976	0.0399665	NA
PSL_11_MEAS11	20210512	07:00:35	PSL	11	DYNAFOR	LICOR_LAI2200	BELOW	11	2.74109	0.164191	0.154914	0.151243	0.109705	0.0463023	NA
PSL_11_MEAS9	20210512	07:01:12	PSL	11	DYNAFOR	LICOR_LAI2200	BELOW	9	2.30606	0.270627	0.158879	0.239296	0.187659	0.0578189	NA
PSL_11_MEAS7	20210512	07:02:00	PSL	11	DYNAFOR	LICOR_LAI2200	BELOW	7	2.44854	0.326183	0.313029	0.22795	0.119283	0.0321982	NA
PSL_11_MEAS17	20210512	07:02:47	PSL	11	DYNAFOR	LICOR_LAI2200	BELOW	17	3.96469	0.0605824	0.0348471	0.0450847	0.0394587	0.0390116	NA
PSL_11_MEAS19	20210512	07:04:36	PSL	11	DYNAFOR	LICOR_LAI2200	BELOW	19	3.79182	0.0518962	0.0520138	0.0408302	0.0591544	0.0358146	NA
PSL_11_MEAS13	20210512	07:05:09	PSL	11	DYNAFOR	LICOR_LAI2200	BELOW	13	2.81595	0.233721	0.186661	0.0968985	0.0756597	0.0749306	NA
PSL_11_MEAS1	20210608	21:31:54	PSL	11	CESBIO	LICOR_LAI2000	BELOW	1	0.613335	0.863636	0.794118	0.730337	0.61	0.338028	NA
PSL_11_MEAS3	20210608	21:32:23	PSL	11	CESBIO	LICOR_LAI2000	BELOW	3	3.12329	0.07	0.071875	0.130952	0.0848485	0.0477612	NA
PSL_11_MEAS5	20210608	21:33:21	PSL	11	CESBIO	LICOR_LAI2000	BELOW	5	2.6815	0.122222	0.25	0.186667	0.0909091	0.040678	NA
PSL_11_MEAS15	20210608	21:34:27	PSL	11	CESBIO	LICOR_LAI2000	BELOW	15	2.98281	0.1375	0.14	0.0848485	0.074359	0.0730769	NA
PSL_11_MEAS25	20210608	21:34:52	PSL	11	CESBIO	LICOR_LAI2000	BELOW	25	1.68039	0.44	0.297872	0.387097	0.219178	0.142857	NA
PSL_11_MEAS23	20210608	21:37:45	PSL	11	CESBIO	LICOR_LAI2000	BELOW	23	2.30159	0.327273	0.264706	0.222222	0.120755	0.0685714	NA
PSL_11_MEAS21	20210608	21:38:40	PSL	11	CESBIO	LICOR_LAI2000	BELOW	21	3.06747	0.0612245	0.0866667	0.128205	0.0869565	0.0516129	NA
PSL_11_MEAS11	20210608	21:39:46	PSL	11	CESBIO	LICOR_LAI2000	BELOW	11	1.84898	0.384615	0.383333	0.34375	0.178947	0.0923077	NA
PSL_11_MEAS9	20210608	21:40:44	PSL	11	CESBIO	LICOR_LAI2000	BELOW	9	1.22458	0.293333	0.426087	0.4	0.371429	0.325	NA
PSL_11_MEAS7	20210608	21:41:52	PSL	11	CESBIO	LICOR_LAI2000	BELOW	7	2.254	0.3	0.288889	0.158333	0.142857	0.0947368	NA
PSL_11_MEAS17	20210608	21:44:15	PSL	11	CESBIO	LICOR_LAI2000	BELOW	17	2.92323	0.125	0.114286	0.111111	0.0761905	0.08	NA
PSL_11_MEAS19	20210608	21:45:13	PSL	11	CESBIO	LICOR_LAI2000	BELOW	19	2.438	0.25	0.216667	0.175	0.1	0.0923077	NA
PSL_11_MEAS13	20210608	21:47:23	PSL	11	CESBIO	LICOR_LAI2000	BELOW	13	2.51227	0.266667	0.120482	0.127273	0.123077	0.131868	NA
PSL_22_MEAS1	20210512	07:00:36	PSL	22	CESBIO	LICOR_LAI2000	BELOW	1	3.00922	0.0483871	0.0845455	0.12	0.121053	0.0493333	NA
PSL_22_MEAS3	20210512	07:01:09	PSL	22	CESBIO	LICOR_LAI2000	BELOW	3	1.83018	0.78125	0.6	0.373333	0.14	0.0653333	NA
PSL_22_MEAS5	20210512	07:01:37	PSL	22	CESBIO	LICOR_LAI2000	BELOW	5	2.00319	0.269697	0.136364	0.246667	0.255	0.14	NA
PSL_22_MEAS15	20210512	07:02:22	PSL	22	CESBIO	LICOR_LAI2000	BELOW	15	1.48248	0.428571	0.366667	0.5125	0.338095	0.1	NA
PSL_22_MEAS25	20210512	07:02:59	PSL	22	CESBIO	LICOR_LAI2000	BELOW	25	1.40021	0.388889	0.591667	0.6	0.285714	0.09375	NA
PSL_22_MEAS23	20210512	07:03:58	PSL	22	CESBIO	LICOR_LAI2000	BELOW	23	1.2899	0.461538	0.546154	0.417647	0.319048	0.2	NA
PSL_22_MEAS21	20210512	07:05:01	PSL	22	CESBIO	LICOR_LAI2000	BELOW	21	4.17266	0.0372093	0.0369231	0.0488235	0.0345455	0.020625	NA
PSL_22_MEAS11	20210512	07:05:38	PSL	22	CESBIO	LICOR_LAI2000	BELOW	11	3.19724	0.17907	0.130769	0.164706	0.0454545	0.0264706	NA
PSL_22_MEAS9	20210512	07:06:09	PSL	22	CESBIO	LICOR_LAI2000	BELOW	9	1.65068	0.439024	0.530769	0.458824	0.204545	0.0823529	NA
PSL_22_MEAS7	20210512	07:06:56	PSL	22	CESBIO	LICOR_LAI2000	BELOW	7	3.81354	0.05	0.0330769	0.0470588	0.0681818	0.0352941	NA
PSL_22_MEAS17	20210512	07:07:30	PSL	22	CESBIO	LICOR_LAI2000	BELOW	17	2.43301	0.107895	0.153846	0.182353	0.136364	0.105882	NA
PSL_22_MEAS19	20210512	07:08:17	PSL	22	CESBIO	LICOR_LAI2000	BELOW	19	3.11832	0.165789	0.115385	0.0823529	0.0772727	0.0476471	NA
PSL_22_MEAS13	20210512	07:08:53	PSL	22	CESBIO	LICOR_LAI2000	BELOW	13	2.22306	0.121053	0.4	0.264706	0.113043	0.0764706	NA
PSL_22_MEAS1	20210608	20:42:53	PSL	22	CESBIO	LICOR_LAI2000	BELOW	1	3.84918	0.084375	0.0472727	0.0678571	0.045	0.0207143	NA
PSL_22_MEAS3	20210608	20:43:49	PSL	22	CESBIO	LICOR_LAI2000	BELOW	3	2.90856	0.483871	0.336364	0.164286	0.0438889	0.0257143	NA
PSL_22_MEAS5	20210608	20:44:28	PSL	22	CESBIO	LICOR_LAI2000	BELOW	5	3.14798	0.0967742	0.0545455	0.107143	0.0833333	0.0669231	NA
PSL_22_MEAS15	20210608	20:45:24	PSL	22	CESBIO	LICOR_LAI2000	BELOW	15	1.50132	0.466667	0.515464	0.535714	0.288235	0.0769231	NA
PSL_22_MEAS25	20210608	20:46:08	PSL	22	CESBIO	LICOR_LAI2000	BELOW	25	1.73493	0.296667	0.364583	0.364286	0.258824	0.0923077	NA
PSL_22_MEAS23	20210608	20:47:42	PSL	22	CESBIO	LICOR_LAI2000	BELOW	23	1.78188	0.551724	0.548387	0.330769	0.2	0.0684615	NA
PSL_22_MEAS21	20210608	20:49:02	PSL	22	CESBIO	LICOR_LAI2000	BELOW	21	3.99588	0.0785714	0.0719101	0.0584615	0.03125	0.0158333	NA
PSL_22_MEAS11	20210608	20:49:44	PSL	22	CESBIO	LICOR_LAI2000	BELOW	11	3.1846	0.0464286	0.193182	0.158333	0.0625	0.02	NA
PSL_22_MEAS9	20210608	20:50:09	PSL	22	CESBIO	LICOR_LAI2000	BELOW	9	2.50859	0.277778	0.356322	0.225	0.08125	0.0408333	NA
PSL_22_MEAS7	20210608	20:50:51	PSL	22	CESBIO	LICOR_LAI2000	BELOW	7	3.7091	0.0223077	0.027381	0.0583333	0.08	0.0508333	NA
PSL_22_MEAS17	20210608	20:51:10	PSL	22	CESBIO	LICOR_LAI2000	BELOW	17	2.66682	0.111538	0.154762	0.141667	0.12	0.0675	NA
PSL_22_MEAS19	20210608	20:52:02	PSL	22	CESBIO	LICOR_LAI2000	BELOW	19	3.49665	0.192308	0.134146	0.0658333	0.054	0.0190909	NA
PSL_22_MEAS13	20210608	20:52:35	PSL	22	CESBIO	LICOR_LAI2000	BELOW	13	2.45904	0.096	0.17284	0.183333	0.133333	0.0909091	NA
PSL_22_MEAS1	20210830	20:06:45	PSL	22	CESBIO	LICOR_LAI2000	BELOW	1	3.11488	0.05125	0.0897959	0.080303	0.102532	0.0625	NA
PSL_22_MEAS3	20210830	20:07:21	PSL	22	CESBIO	LICOR_LAI2000	BELOW	3	1.26729	0.8125	0.77551	0.515152	0.265823	0.129167	NA
PSL_22_MEAS5	20210830	20:08:08	PSL	22	CESBIO	LICOR_LAI2000	BELOW	5	2.23897	0.253333	0.106383	0.193548	0.173333	0.164444	NA
PSL_22_MEAS15	20210830	20:09:08	PSL	22	CESBIO	LICOR_LAI2000	BELOW	15	1.42457	0.292857	0.386364	0.525424	0.342857	0.128571	NA
PSL_22_MEAS25	20210830	20:09:54	PSL	22	CESBIO	LICOR_LAI2000	BELOW	25	1.42035	0.323077	0.47619	0.527273	0.30303	0.1225	NA
PSL_22_MEAS23	20210830	20:11:32	PSL	22	CESBIO	LICOR_LAI2000	BELOW	23	1.57248	0.723077	0.512821	0.431373	0.180328	0.127027	NA
PSL_22_MEAS21	20210830	20:12:58	PSL	22	CESBIO	LICOR_LAI2000	BELOW	21	3.93857	0.0445455	0.0371429	0.06	0.0433962	0.0275758	NA
PSL_22_MEAS11	20210830	20:14:00	PSL	22	CESBIO	LICOR_LAI2000	BELOW	11	3.15168	0.0409091	0.193939	0.142857	0.055102	0.032	NA
PSL_22_MEAS9	20210830	20:14:38	PSL	22	CESBIO	LICOR_LAI2000	BELOW	9	2.51228	0.393939	0.322581	0.133333	0.0955556	0.0607143	NA
PSL_22_MEAS7	20210830	20:15:17	PSL	22	CESBIO	LICOR_LAI2000	BELOW	7	3.6642	0.0454545	0.0306452	0.0461538	0.0688889	0.0714286	NA
PSL_22_MEAS17	20210830	20:15:50	PSL	22	CESBIO	LICOR_LAI2000	BELOW	17	2.61186	0.0956989	0.137931	0.186486	0.111905	0.0769231	NA
PSL_22_MEAS19	20210830	20:16:35	PSL	22	CESBIO	LICOR_LAI2000	BELOW	19	3.05459	0.235955	0.148148	0.111429	0.0666667	0.03625	NA
PSL_22_MEAS13	20210830	20:17:23	PSL	22	CESBIO	LICOR_LAI2000	BELOW	13	2.33298	0.0921348	0.185185	0.214286	0.158974	0.0916667	NA
PSL_22_MEAS1	20210928	19:32:06	PSL	22	CESBIO	LICOR_LAI2000	BELOW	1	3.10481	0.084375	0.093	0.0785714	0.1	0.0569892	NA
PSL_22_MEAS3	20210928	19:33:14	PSL	22	CESBIO	LICOR_LAI2000	BELOW	3	2.21231	0.517241	0.414894	0.25	0.1	0.0614458	NA
PSL_22_MEAS5	20210928	19:33:37	PSL	22	CESBIO	LICOR_LAI2000	BELOW	5	2.25277	0.273077	0.130952	0.127273	0.209091	0.162162	NA
PSL_22_MEAS15	20210928	19:34:53	PSL	22	CESBIO	LICOR_LAI2000	BELOW	15	1.23662	0.478261	0.594595	0.510204	0.357143	0.15	NA
PSL_22_MEAS25	20210928	19:35:43	PSL	22	CESBIO	LICOR_LAI2000	BELOW	25	1.11227	0.65	0.676923	0.581395	0.325581	0.189655	NA
PSL_22_MEAS23	20210928	19:37:12	PSL	22	CESBIO	LICOR_LAI2000	BELOW	23	2.53315	0.272222	0.280702	0.16	0.0826667	0.07	NA
PSL_22_MEAS21	20210928	19:38:15	PSL	22	CESBIO	LICOR_LAI2000	BELOW	21	3.51252	0.0666667	0.0653061	0.0815385	0.0507692	0.0418605	NA
PSL_22_MEAS11	20210928	19:39:06	PSL	22	CESBIO	LICOR_LAI2000	BELOW	11	2.698	0.0661538	0.192857	0.214286	0.0928571	0.0486486	NA
PSL_22_MEAS9	20210928	19:39:37	PSL	22	CESBIO	LICOR_LAI2000	BELOW	9	2.1554	0.6	0.416667	0.208333	0.10625	0.084375	NA
PSL_22_MEAS7	20210928	19:40:10	PSL	22	CESBIO	LICOR_LAI2000	BELOW	7	3.53812	0.0909091	0.0555556	0.0458333	0.0666667	0.05625	NA
PSL_22_MEAS17	20210928	19:40:43	PSL	22	CESBIO	LICOR_LAI2000	BELOW	17	2.31027	0.166667	0.132258	0.234146	0.146341	0.114815	NA
PSL_22_MEAS19	20210928	19:41:34	PSL	22	CESBIO	LICOR_LAI2000	BELOW	19	2.62489	0.292683	0.25	0.111429	0.0942857	0.0695652	NA
PSL_22_MEAS13	20210928	19:42:13	PSL	22	CESBIO	LICOR_LAI2000	BELOW	13	2.55665	0.121951	0.123077	0.174286	0.114286	0.104348	NA
PSL_22_MEAS1	20211027	18:36:12	PSL	22	CESBIO	LICOR_LAI2000	BELOW	1	2.96164	0.0954545	0.0863636	0.1	0.109091	0.068	NA
PSL_22_MEAS3	20211027	18:36:55	PSL	22	CESBIO	LICOR_LAI2000	BELOW	3	2.08583	0.606557	0.55	0.232143	0.122581	0.0608696	NA
PSL_22_MEAS5	20211027	18:37:17	PSL	22	CESBIO	LICOR_LAI2000	BELOW	5	2.36979	0.213115	0.13	0.103571	0.196774	0.156522	NA
PSL_22_MEAS15	20211027	18:38:26	PSL	22	CESBIO	LICOR_LAI2000	BELOW	15	1.35748	0.446429	0.526316	0.5	0.357143	0.109524	NA
PSL_22_MEAS25	20211027	18:39:10	PSL	22	CESBIO	LICOR_LAI2000	BELOW	25	1.10511	0.588235	0.647059	0.625	0.384615	0.152632	NA
PSL_22_MEAS23	20211027	18:40:27	PSL	22	CESBIO	LICOR_LAI2000	BELOW	23	3.01285	0.146809	0.173333	0.1	0.0826087	0.0364706	NA
PSL_22_MEAS21	20211027	18:41:15	PSL	22	CESBIO	LICOR_LAI2000	BELOW	21	3.66936	0.0619048	0.0592857	0.0789474	0.047619	0.02875	NA
PSL_22_MEAS11	20211027	18:41:46	PSL	22	CESBIO	LICOR_LAI2000	BELOW	11	2.73839	0.0447368	0.238462	0.194444	0.0947368	0.0421429	NA
PSL_22_MEAS9	20211027	18:42:22	PSL	22	CESBIO	LICOR_LAI2000	BELOW	9	2.55596	0.105263	0.176923	0.188889	0.105263	0.0785714	NA
PSL_22_MEAS7	20211027	18:42:57	PSL	22	CESBIO	LICOR_LAI2000	BELOW	7	3.65884	0.0705882	0.0490909	0.038125	0.0582353	0.0646154	NA
PSL_22_MEAS17	20211027	18:43:19	PSL	22	CESBIO	LICOR_LAI2000	BELOW	17	2.52149	0.102941	0.145455	0.18125	0.123529	0.0923077	NA
PSL_22_MEAS19	20211027	18:44:09	PSL	22	CESBIO	LICOR_LAI2000	BELOW	19	2.76303	0.26129	0.18	0.1	0.0933333	0.0663636	NA
PSL_22_MEAS13	20211027	18:44:46	PSL	22	CESBIO	LICOR_LAI2000	BELOW	13	2.57843	0.107407	0.122222	0.183333	0.115385	0.093	NA
PUE_CP1_MEAS1	20210419	20:27:44	PUE	CP1	CEFE	LICOR_LAI2200	BELOW	1	1.98356	0.399465	0.417623	0.416645	0.167126	0.0426338	NA
PUE_CP1_MEAS3	20210419	20:29:05	PUE	CP1	CEFE	LICOR_LAI2200	BELOW	3	2.74103	0.0911889	0.10099	0.157897	0.123781	0.0675729	NA
PUE_CP1_MEAS4	20210419	20:29:37	PUE	CP1	CEFE	LICOR_LAI2200	BELOW	4	2.76433	0.223585	0.191075	0.10464	0.104302	0.0531276	NA
PUE_CP1_MEAS5	20210419	20:30:14	PUE	CP1	CEFE	LICOR_LAI2200	BELOW	5	3.12767	0.0334537	0.0794043	0.0938797	0.113808	0.0546041	NA
PUE_CP1_MEAS6	20210419	20:30:48	PUE	CP1	CEFE	LICOR_LAI2200	BELOW	6	2.47923	0.173907	0.157509	0.220814	0.14979	0.0511321	NA
PUE_CP1_MEAS7	20210419	20:31:29	PUE	CP1	CEFE	LICOR_LAI2200	BELOW	7	2.98746	0.274494	0.129978	0.107669	0.0752668	0.0450445	NA
PUE_CP1_MEAS8	20210419	20:32:20	PUE	CP1	CEFE	LICOR_LAI2200	BELOW	8	2.35635	0.119588	0.230366	0.282353	0.116782	0.0677208	NA
PUE_CP1_MEAS9	20210419	20:32:58	PUE	CP1	CEFE	LICOR_LAI2200	BELOW	9	2.92968	0.212435	0.102335	0.0867368	0.101959	0.0665138	NA
PUE_CP1_MEAS2	20210419	20:33:52	PUE	CP1	CEFE	LICOR_LAI2200	BELOW	2	2.02392	0.2755	0.281382	0.303724	0.197671	0.0702737	NA
PUE_CP1_MEAS11	20210419	20:34:31	PUE	CP1	CEFE	LICOR_LAI2200	BELOW	11	2.60622	0.233511	0.208147	0.178431	0.100085	0.0491068	NA
PUE_CP1_MEAS12	20210419	20:34:53	PUE	CP1	CEFE	LICOR_LAI2200	BELOW	12	2.34554	0.570098	0.325289	0.224376	0.104643	0.0476667	NA
PUE_CP1_MEAS13	20210419	20:35:23	PUE	CP1	CEFE	LICOR_LAI2200	BELOW	13	2.45312	0.302557	0.221946	0.183182	0.133774	0.0504576	NA
PUE_CP1_MEAS14	20210419	20:36:08	PUE	CP1	CEFE	LICOR_LAI2200	BELOW	14	2.57056	0.133168	0.215344	0.171538	0.117365	0.0552661	NA
PUE_CP1_MEAS15	20210419	20:36:45	PUE	CP1	CEFE	LICOR_LAI2200	BELOW	15	2.7808	0.145334	0.164717	0.122075	0.0969245	0.0601768	NA
PUE_CP1_MEAS16	20210419	20:37:08	PUE	CP1	CEFE	LICOR_LAI2200	BELOW	16	2.76019	0.357633	0.0920955	0.193576	0.135574	0.030134	NA
PUE_CP1_MEAS17	20210419	20:37:52	PUE	CP1	CEFE	LICOR_LAI2200	BELOW	17	2.1904	0.415341	0.612045	0.291161	0.109756	0.0360359	NA
PUE_CP1_MEAS10	20210419	20:38:19	PUE	CP1	CEFE	LICOR_LAI2200	BELOW	10	2.51955	0.589136	0.227807	0.178004	0.0885572	0.056	NA
PUE_CP1_MEAS1	20210608	21:19:14	PUE	CP1	CEFE	LICOR_LAI2200	BELOW	1	2.04742	0.395997	0.424574	0.398064	0.151497	0.0396313	NA
PUE_CP1_MEAS2	20210608	21:21:21	PUE	CP1	CEFE	LICOR_LAI2200	BELOW	2	2.18827	0.221122	0.264749	0.240956	0.173889	0.0664857	NA
PUE_CP1_MEAS3	20210608	21:21:46	PUE	CP1	CEFE	LICOR_LAI2200	BELOW	3	3.09623	0.0823864	0.102379	0.0904215	0.0885192	0.0538422	NA
