ID_LOC	SAMPLING_DATE	SAMPLING_TIME	SITE	SITE_PLOT	SPECIES	TREE	TREE_LEAF	TREE_LEAF_AGE	LEAFTRAIT_LAB	CHL_PROSPECT	CAR_PROSPECT	ANT_PROSPECT	EWT_PROSPECT	EWT_LAB	LMA_PROSPECT	LMA_LAB	PROT_PROSPECT	CBC_PROSPECT
PUE_CP1_QI_0076	20210609	10:00:00	PUE	CP1	QI	76	L2	Y	TETIS	28.2	9.4	1.624081963	0.0234	0.022493899	0.0224	0.0194	0.00208	0.01815
PUE_CP1_QI_0076	20210609	10:00:00	PUE	CP1	QI	76	L3	O	TETIS	57	13.9	3.15497248	0.0164	0.0150313	0.0255	0.0234	0.00093	0.02216
PUE_CP1_QI_0076	20210609	10:00:00	PUE	CP1	QI	76	L4	O	TETIS	63.1	15.4	4.25795699	0.0188	0.015090246	0.0269	0.0239	0.00017	0.02591
PUE_CP2_QI_1113	20210609	NA	PUE	CP2	QI	1113	L1	Y	TETIS	25.3	7.6	1.943709742	0.0165	0.020248046	0.018	0.0127	0.00148	0.0109
PUE_CP2_QI_1113	20210609	NA	PUE	CP2	QI	1113	L2	Y	TETIS	19.3	6.1	1.889427629	0.0157	0.021220659	0.0176	0.0121	0.0018	0.00929
PUE_CP2_QI_1113	20210609	NA	PUE	CP2	QI	1113	L3	O	TETIS	55.2	13.1	3.496724518	0.0118	0.010124023	0.0169	0.0162	0.00115	0.01583
PUE_CP2_QI_1113	20210609	NA	PUE	CP2	QI	1113	L4	O	TETIS	69.3	14	3.515517363	0.0145	0.012782921	0.021	0.02	0.00102	0.01752
PUE_CP2_QI_1151	20210609	10:17:00	PUE	CP2	QI	1151	L1	Y	TETIS	28.6	8.5	1.842991145	0.0229	0.023767138	0.0159	0.0127	0.00011	0.01525
PUE_CP2_QI_1151	20210609	10:17:00	PUE	CP2	QI	1151	L2	Y	TETIS	25.6	8.3	1.518931408	0.0228	0.023307357	0.0157	0.0125	0.00246	0.01069
PUE_CP2_QI_1151	20210609	10:17:00	PUE	CP2	QI	1151	L3	O	TETIS	88.3	15.8	4.978964859	0.0177	0.015326032	0.0243	0.0222	0.00058	0.02273
PUE_CP2_QI_1151	20210609	10:17:00	PUE	CP2	QI	1151	L4	O	TETIS	66.7	13.2	4.200124326	0.0156	0.013518346	0.0216	0.0204	0.00096	0.01753
PUE_CP2_QI_1411	20210609	10:20:00	PUE	CP2	QI	1411	L1	Y	TETIS	24	8.2	1.887596434	0.0149	0.017542412	0.0143	0.0115	0.0008	0.0116
PUE_CP2_QI_1411	20210609	10:20:00	PUE	CP2	QI	1411	L3	O	TETIS	48	11.9	2.972624871	0.0117	0.01061033	0.0188	0.018	0	0.01922
PUE_CP2_QI_0822	20210609	10:28:00	PUE	CP2	QI	822	L1	Y	TETIS	19.4	6.8	1.139942125	0.0161	0.018803862	0.014	0.0112	0.00139	0.00877
PUE_CP2_QI_0822	20210609	10:28:00	PUE	CP2	QI	822	L2	Y	TETIS	22.7	7.2	1.42102679	NA	NA	NA	NA	0.00144	0.01063
PUE_CP2_QI_0822	20210609	10:28:00	PUE	CP2	QI	822	L3	O	TETIS	67.8	13.4	3.648972746	0.0153	0.012378718	0.0228	0.0212	0.00148	0.0206
PUE_CP2_QI_0822	20210609	10:28:00	PUE	CP2	QI	822	L4	O	TETIS	79.5	15.7	5.034593783	0.0161	0.014298682	0.0217	0.0197	0	0.02089
PSL_22_QI_D1	20210609	10:15:00	PSL	22	QI	D1	L1	Y	TETIS	22.1	7.6	1.465097775	NA	NA	NA	NA	0.0019	0.01296
PSL_22_QI_D1	20210609	10:15:00	PSL	22	QI	D1	L2	O	TETIS	69.9	11.9	4.514159521	0.0128	0.012791342	0.0208	0.0193	0.00282	0.01616
PSL_22_QI_D1	20210609	10:15:00	PSL	22	QI	D1	L3	Y	TETIS	16.6	6.2	1.012047216	0.0188	0.019664477	0.0133	0.01	0.00128	0.00924
PSL_22_QI_D1	20210609	10:15:00	PSL	22	QI	D1	L4	O	TETIS	79.5	13.1	3.215399786	NA	NA	NA	NA	0.00056	0.01705
PSL_22_QI_D2	20210609	10:43:00	PSL	22	QI	D2	L1	Y	TETIS	28.8	10.9	1.801953937	NA	NA	NA	NA	0.00437	0.0142
PSL_22_QI_D2	20210609	10:43:00	PSL	22	QI	D2	L2	O	TETIS	47.8	12.3	3.255730851	0.0126	0.01155347	0.0201	0.0186	0.00045	0.01686
PSL_22_QI_D2	20210609	10:43:00	PSL	22	QI	D2	L3	O	TETIS	53.7	13.7	4.08165956	0.0145	0.013510486	0.0238	0.0216	0.00245	0.01903
PSL_22_QI_D2	20210609	10:43:00	PSL	22	QI	D2	L4	O	TETIS	58.6	13.5	3.224006134	NA	NA	NA	NA	0.0037	0.0224
PSL_22_QI_D3	20210609	10:30:00	PSL	22	QI	D3	L1	O	TETIS	39.2	11	2.684034341	0.013	0.011450314	0.02	0.0169	0.00129	0.01865
PSL_22_QI_D3	20210609	10:30:00	PSL	22	QI	D3	L2	O	TETIS	40.3	10.2	2.545483196	NA	NA	NA	NA	0	0.01749
PSL_22_QI_D3	20210609	10:30:00	PSL	22	QI	D3	L3	O	TETIS	47	11.5	3.247648186	0.0104	0.008346793	0.0177	0.0164	0.00165	0.01605
PSL_22_QI_D3	20210609	10:30:00	PSL	22	QI	D3	L4	O	TETIS	42	11.1	3.198592104	NA	NA	NA	NA	0.00094	0.01495
PSL_22_QI_D4	20210609	10:37:00	PSL	22	QI	D4	L1	Y	TETIS	38.8	11.8	3.574741019	0.0222	0.02132171	0.0195	0.0157	0.00132	0.01479
PSL_22_QI_D4	20210609	10:37:00	PSL	22	QI	D4	L2	Y	TETIS	36.4	11.9	3.000757608	0.0218	0.020822772	0.0164	0.0142	0.00083	0.01209
PSL_22_QI_D4	20210609	10:37:00	PSL	22	QI	D4	L3	Y	TETIS	36.5	12.9	3.077453467	0.0246	0.020796246	0.0176	0.0158	0.00278	0.01325
PSL_22_QI_D4	20210609	10:37:00	PSL	22	QI	D4	L4	Y	TETIS	39	12.1	3.377486875	NA	NA	NA	NA	0.00048	0.01606
PSL_10_QI_D1	20210609	11:15:00	PSL	10	QI	D1	L1	O	TETIS	47.8	12.1	3.793737993	0.023	0.019452271	0.0134	0.0126	0.00162	0.01402
PSL_10_QI_D1	20210609	11:15:00	PSL	10	QI	D1	L2	Y	TETIS	46.2	12.9	2.84264895	NA	NA	NA	NA	0.00324	0.01728
PSL_10_QI_D1	20210609	11:15:00	PSL	10	QI	D1	L3	Y	TETIS	43.4	12.1	2.599234711	0.0226	0.020654775	0.0157	0.0141	0.00171	0.0127
PSL_10_QI_D1	20210609	11:15:00	PSL	10	QI	D1	L4	Y	TETIS	44.5	11.6	3.212359811	NA	NA	NA	NA	0.00131	0.01377
PSL_10_QI_D2	20210609	12:14:00	PSL	10	QI	D2	L1	O	TETIS	71.1	13.1	6.304369691	0.0153	0.013145019	0.024	0.0202	0.00216	0.02255
PSL_10_QI_D2	20210609	12:14:00	PSL	10	QI	D2	L2	Y	TETIS	33.6	7.7	3.333792351	NA	NA	NA	NA	0.00127	0.01531
PSL_10_QI_D2	20210609	12:14:00	PSL	10	QI	D2	L3	Y	TETIS	30.3	7.7	2.816806419	0.0158	0.023271989	0.0225	0.0133	0.00067	0.01584
PSL_10_QI_D2	20210609	12:14:00	PSL	10	QI	D2	L4	Y	TETIS	24.1	7	1.616496311	NA	NA	NA	NA	0.00079	0.01206
PSL_10_QI_D3	20210609	11:31:00	PSL	10	QI	D3	L1	Y	TETIS	49.5	13	3.051810403	0.0199	0.016693585	0.0202	0.0191	0.0007	0.02105
PSL_10_QI_D3	20210609	11:31:00	PSL	10	QI	D3	L2	Y	TETIS	38.9	12	2.18585214	NA	NA	NA	NA	0.00009	0.01761
PSL_10_QI_D3	20210609	11:31:00	PSL	10	QI	D3	L3	O	TETIS	109.2	11.9	0	0.0147	0.013380804	0.0269	0.0218	0.00107	0.02462
PSL_10_QI_D3	20210609	11:31:00	PSL	10	QI	D3	L4	O	TETIS	87.1	12.2	1.386165275	NA	NA	NA	NA	0.00091	0.02014
PSL_10_QI_D4	20210609	11:44:00	PSL	10	QI	D4	L1	Y	TETIS	59.6	11.8	4.295325325	0.0161	0.015738655	0.0248	0.0194	0.00245	0.01841
PSL_10_QI_D4	20210609	11:44:00	PSL	10	QI	D4	L2	O	TETIS	90.9	13.7	0	0.0167	0.013970267	0.0271	0.0228	0.00166	0.02346
PSL_10_QI_D4	20210609	11:44:00	PSL	10	QI	D4	L3	Y	TETIS	57	11.3	4.489454876	0.0162	0.018138611	0.0274	0.0209	0.00083	0.02054
PSL_10_QI_D4	20210609	11:44:00	PSL	10	QI	D4	L4	Y	TETIS	56.8	11.1	4.687448063	0.0142	0.015410241	0.0271	0.0207	0.00082	0.01837
PSL_10_QI_D5	20210609	11:24:00	PSL	10	QI	D5	L1	Y	TETIS	52.5	12.3	2.915188426	0.0154	0.012791342	0.016	0.0157	0.00029	0.01442
PSL_10_QI_D5	20210609	11:24:00	PSL	10	QI	D5	L2	Y	TETIS	50.3	12	2.934406306	0.0149	0.012378718	0.016	0.0153	0.00076	0.01411
PSL_10_QI_D5	20210609	11:24:00	PSL	10	QI	D5	L3	Y	TETIS	58.7	12.6	4.302247561	NA	NA	NA	NA	0.00058	0.01186
PSL_10_QI_D5	20210609	11:24:00	PSL	10	QI	D5	L5	Y	TETIS	57.2	12.5	3.723388312	NA	NA	NA	NA	0.00099	0.01137
PSL_10_QI_M4	20210609	12:03:00	PSL	10	QI	M4	L1	Y	TETIS	32.7	10.7	2.235953384	0.0177	0.015612342	0.0153	0.0136	0.00089	0.01239
PSL_10_QI_M4	20210609	12:03:00	PSL	10	QI	M4	L2	Y	TETIS	34.7	10.9	2.316533213	0.0174	0.015915494	0.0136	0.0134	0.00027	0.01182
PSL_10_QI_M4	20210609	12:03:00	PSL	10	QI	M4	L3	Y	TETIS	32.9	10.3	2.239709767	NA	NA	NA	NA	0.00135	0.01217
PSL_10_QI_M4	20210609	12:03:00	PSL	10	QI	M4	L4	Y	TETIS	37.5	12	2.91646898	0.0198	0.017507044	0.0181	0.0163	0.00069	0.0164
PSL_7_QP_D1	20210609	15:20:00	PSL	7	QP	D1	L1	NA	TETIS	50.5	11.2	2.723057886	0.0088	0.010398123	0.0087	0.0099	0.00059	0.00716
PSL_7_QP_D1	20210609	15:20:00	PSL	7	QP	D1	L2	NA	TETIS	43.6	11.5	2.422611527	0.0087	0.009513929	0.0089	0.009	0.00097	0.00725
PSL_7_QP_D1	20210609	15:20:00	PSL	7	QP	D1	L3	NA	TETIS	52.3	11	2.787470667	0.0095	0.010398123	0.0099	0.0102	0.00121	0.00738
PSL_7_QP_D1	20210609	15:20:00	PSL	7	QP	D1	L4	NA	TETIS	42.6	10.9	2.610466137	0.0097	0.010539594	0.0102	0.0107	0.00109	0.00794
PSL_8_QP_D2	20210609	15:25:00	PSL	8	QP	D2	L1	NA	TETIS	33.9	9.2	2.003628407	0.0098	0.010857904	0.0111	0.0124	0.0011	0.0084
PSL_8_QP_D2	20210609	15:25:00	PSL	8	QP	D2	L2	NA	TETIS	30.9	8.7	1.834597135	0.0089	0.010398123	0.0102	0.0116	0.00158	0.00824
PSL_8_QP_D2	20210609	15:25:00	PSL	8	QP	D2	L3	NA	TETIS	36.1	8.9	2.101092007	0.0096	0.010716433	0.0111	0.0121	0.00036	0.00806
PSL_8_QP_D2	20210609	15:25:00	PSL	8	QP	D2	L4	NA	TETIS	28.2	8	1.719037625	0.0089	0.009089516	0.0106	0.0105	0.00003	0.00851
PSL_8_QP_D3	20210609	15:28:00	PSL	8	QP	D3	L1	NA	TETIS	40.9	9	2.518814741	0.0107	0.011565259	0.0122	0.0121	0.00113	0.00979
PSL_8_QP_D3	20210609	15:28:00	PSL	8	QP	D3	L2	NA	TETIS	36.2	8.6	2.309357552	0.0099	0.010822536	0.0108	0.0102	0	0.00887
PSL_8_QP_D3	20210609	15:28:00	PSL	8	QP	D3	L3	NA	TETIS	42.2	9	2.67707819	0.0093	0.01107011	0.0104	0.0103	0.00104	0.00762
PSL_8_QP_D3	20210609	15:28:00	PSL	8	QP	D3	L4	NA	TETIS	42.6	8.5	2.523530075	0.0101	0.011494524	0.0121	0.0109	0.00227	0.00906
PSL_7_QP_D4	20210609	NA	PSL	7	QP	D4	L1	NA	TETIS	41.2	10	2.90648031	0.0085	0.009266354	0.008	0.0089	0.00051	0.00722
PSL_7_QP_D4	20210609	NA	PSL	7	QP	D4	L2	NA	TETIS	47.5	10.7	2.73532003	0.0099	0.009620032	0.011	0.0097	0.00085	0.00947
PSL_7_QP_D4	20210609	NA	PSL	7	QP	D4	L3	NA	TETIS	40.6	10.2	2.623753252	0.0091	0.009938342	0.0092	0.0095	0	0.00707
PSL_7_QP_D4	20210609	NA	PSL	7	QP	D4	L4	NA	TETIS	41.3	10	2.628440125	0.009	0.010009078	0.0093	0.0104	0.00115	0.00723
PSL_7_QP_D5	20210609	16:00:00	PSL	7	QP	D5	L1	NA	TETIS	36.5	9.6	2.448500567	0.0088	0.010150549	0.0081	0.0096	0.00117	0.00643
PSL_7_QP_D5	20210609	16:00:00	PSL	7	QP	D5	L2	NA	TETIS	30.7	8.6	1.915716644	0.0082	0.010362755	0.0081	0.01	0.00079	0.00755
PSL_7_QP_D5	20210609	16:00:00	PSL	7	QP	D5	L3	NA	TETIS	31.6	8.9	1.914387331	0.0075	0.009230987	0.0074	0.0091	0.00071	0.00715
PSL_7_QP_D5	20210609	16:00:00	PSL	7	QP	D5	L4	NA	TETIS	39.8	9.8	2.280141924	0.0083	0.010433491	0.0083	0.0104	0.00049	0.00667
PSL_8_QP_D6	20210609	15:43:00	PSL	8	QP	D6	L1	NA	TETIS	44	10.7	3.048296643	0.0091	0.011812834	0.0093	0.0117	0.00118	0.0072
PSL_8_QP_D6	20210609	15:43:00	PSL	8	QP	D6	L2	NA	TETIS	47.3	11.4	3.293404385	0.0098	0.011246949	0.0105	0.0117	0.00114	0.01011
PSL_8_QP_D6	20210609	15:43:00	PSL	8	QP	D6	L3	NA	TETIS	40.2	10.1	2.844461749	0.0078	0.009089516	0.0077	0.0084	0.00099	0.00607
PSL_8_QP_D6	20210609	15:43:00	PSL	8	QP	D6	L4	NA	TETIS	36.1	9.9	2.698984508	0.0077	0.009160251	0.0083	0.0098	0.00002	0.00736
PSL_8_QP_D7	20210609	17:45:00	PSL	8	QP	D7	L1	NA	TETIS	37	9	2.211026561	0.0099	0.01297997	0.0106	0.0118	0.00088	0.00791
PSL_8_QP_D7	20210609	17:45:00	PSL	8	QP	D7	L2	NA	TETIS	39.1	9.4	2.419509097	0.0095	0.011742098	0.0094	0.0108	0.00035	0.00851
PSL_8_QP_D7	20210609	17:45:00	PSL	8	QP	D7	L3	NA	TETIS	42.6	9.5	2.635594559	0.0085	0.009690768	0.0082	0.0082	0.0009	0.00679
PSL_8_QP_D7	20210609	17:45:00	PSL	8	QP	D7	L4	NA	TETIS	45.2	9.7	2.560794707	0.0099	0.011317685	0.0105	0.0109	0.00085	0.0086
PSL_8_QP_D8	20210609	15:40:00	PSL	8	QP	D8	L1	NA	TETIS	27.4	9.1	1.716441925	0.0098	0.01061033	0.0111	0.0115	0.00148	0.00934
PSL_8_QP_D8	20210609	15:40:00	PSL	8	QP	D8	L2	NA	TETIS	36.4	9.4	2.092104898	0.0094	0.010468858	0.0107	0.0114	0.00052	0.00876
PSL_8_QP_D8	20210609	15:40:00	PSL	8	QP	D8	L3	NA	TETIS	36.8	9.8	2.352616052	0.0094	0.01107011	0.0103	0.0116	0.00156	0.00794
PSL_8_QP_D8	20210609	15:40:00	PSL	8	QP	D8	L4	NA	TETIS	34.7	9.4	2.241207916	0.0099	0.010185916	0.0121	0.0124	0.0014	0.01048
PSL_11_QI_D13	20210609	NA	PSL	11	QI	D13	L1	Y	TETIS	27.2	8.8	1.448641795	NA	NA	NA	NA	0.00081	0.01089
PSL_11_QI_D13	20210609	NA	PSL	11	QI	D13	L2	Y	TETIS	32.1	10.8	2.081305401	0.02	0.018921754	0.0162	0.0127	0.0005	0.01417
PSL_11_QI_D13	20210609	NA	PSL	11	QI	D13	L3	Y	TETIS	32.8	10.1	2.094095848	NA	NA	NA	NA	0.00155	0.01548
PSL_11_QI_D13	20210609	NA	PSL	11	QI	D13	L4	Y	TETIS	29.4	10.2	1.856615825	0.0156	0.015090246	0.0148	0.0132	0.00062	0.01084
PSL_11_QP_D3	20210609	NA	PSL	11	QP	D3	L1	NA	TETIS	26.8	10.6	2.321776167	0.0123	0.013926058	0.0154	0.0149	0.00089	0.01224
PSL_11_QP_D3	20210609	NA	PSL	11	QP	D3	L2	NA	TETIS	41.7	10.4	2.755272525	0.0133	0.015278875	0.016	0.0152	0.00131	0.01186
PSL_11_QP_D3	20210609	NA	PSL	11	QP	D3	L3	NA	TETIS	34.3	9.6	2.563270032	0.0124	0.01439468	0.014	0.0144	0.00065	0.01195
PSL_11_QP_D3	20210609	NA	PSL	11	QP	D3	L4	NA	TETIS	28.2	9.4	2.416662566	0.012	0.014005635	0.0161	0.0152	0.00178	0.01099
PSL_11_QP_D2	20210609	NA	PSL	11	QP	D2	L1	NA	TETIS	43.5	10.6	2.139852656	0.01	0.012484821	0.0114	0.0121	0.00147	0.0092
PSL_11_QP_D2	20210609	NA	PSL	11	QP	D2	L2	NA	TETIS	48.6	11.6	2.621041749	0.0109	0.011742098	0.0118	0.0118	0.00082	0.0092
PSL_11_QP_D2	20210609	NA	PSL	11	QP	D2	L3	NA	TETIS	47.2	10.7	3.123247473	0.0112	0.012378718	0.0119	0.0122	0.00049	0.01007
PSL_11_QP_D2	20210609	NA	PSL	11	QP	D2	L4	NA	TETIS	43.1	11	2.744004121	0.0085	0.010009078	0.0088	0.0105	0.00033	0.00747
PSL_11_QP_D10	20210609	14:20:00	PSL	11	QP	D10	L1	NA	TETIS	53.6	11.8	2.639863591	0.0126	0.014041003	0.0126	0.0132	0.00091	0.01097
PSL_11_QP_D10	20210609	14:20:00	PSL	11	QP	D10	L2	NA	TETIS	53	11.4	2.934808768	0.0112	0.012449453	0.0115	0.0115	0.00125	0.01042
PSL_11_QP_D10	20210609	14:20:00	PSL	11	QP	D10	L3	NA	TETIS	38.1	9.8	2.62494657	0.0114	0.012484821	0.0132	0.0119	0.00044	0.01113
PSL_11_QP_D10	20210609	14:20:00	PSL	11	QP	D10	L4	NA	TETIS	43.9	10.2	2.486276043	0.011	0.012697028	0.0117	0.0124	0.00176	0.00996
PSL_5_QP_D1	20210609	16:22:00	PSL	5	QP	D1	L1	NA	TETIS	36.3	10.1	2.667480023	0.0104	0.011211582	0.012	0.0122	0.00047	0.01016
PSL_5_QP_D1	20210609	16:22:00	PSL	5	QP	D1	L2	NA	TETIS	38.8	10	2.824379882	0.0096	0.011459156	0.0112	0.0122	0.0006	0.01009
PSL_5_QP_D1	20210609	16:22:00	PSL	5	QP	D1	L3	NA	TETIS	41	10.3	2.954570153	0.01	0.010857904	0.0104	0.0118	0.00025	0.01049
PSL_5_QP_D1	20210609	16:22:00	PSL	5	QP	D1	L4	NA	TETIS	46.3	10.6	2.848957534	0.0095	0.010822536	0.0099	0.011	0.00027	0.00881
PSL_5_QP_D2	20210609	16:25:00	PSL	5	QP	D2	L1	NA	TETIS	48.1	11.2	2.599141341	0.0102	0.011565259	0.0105	0.011	0.00112	0.00866
PSL_5_QP_D2	20210609	16:25:00	PSL	5	QP	D2	L2	NA	TETIS	46.4	11	2.530115568	0.0107	0.011565259	0.011	0.0112	0.00061	0.0097
PSL_5_QP_D2	20210609	16:25:00	PSL	5	QP	D2	L3	NA	TETIS	36.5	10.4	2.820996741	0.0102	0.011105478	0.0104	0.0109	0.0013	0.00856
PSL_5_QP_D2	20210609	16:25:00	PSL	5	QP	D2	L4	NA	TETIS	36.5	10.1	2.486754529	0.0093	0.010504226	0.0092	0.0101	0.00091	0.00776
PSL_5_QP_D3	20210609	16:28:00	PSL	5	QP	D3	L1	NA	TETIS	42.9	10.1	2.761238205	0.0101	0.012414086	0.01	0.0116	0.0006	0.00828
PSL_5_QP_D3	20210609	16:28:00	PSL	5	QP	D3	L2	NA	TETIS	41.2	10.5	2.478777516	0.0104	0.011918937	0.0103	0.0117	0.00081	0.01013
PSL_5_QP_D3	20210609	16:28:00	PSL	5	QP	D3	L3	NA	TETIS	39.2	10.6	2.450747567	0.0095	0.01029202	0.0091	0.0096	0.00124	0.00781
PSL_5_QP_D3	20210609	16:28:00	PSL	5	QP	D3	L4	NA	TETIS	46	11.1	2.779857698	0.0097	0.011211582	0.0088	0.0098	0.00005	0.00795
PSL_5_QP_D4	20210609	NA	PSL	5	QP	D4	L1	NA	TETIS	45.4	10.3	2.417890782	0.011	0.012838499	0.0108	0.0115	0.00056	0.00891
PSL_5_QP_D4	20210609	NA	PSL	5	QP	D4	L2	NA	TETIS	38.3	9.9	1.973551451	0.0115	0.012767763	0.0116	0.0123	0.00227	0.00974
PSL_5_QP_D4	20210609	NA	PSL	5	QP	D4	L3	NA	TETIS	37.9	9.9	1.873200708	0.01	0.010716433	0.0099	0.0105	0.00056	0.00774
PSL_5_QP_D4	20210609	NA	PSL	5	QP	D4	L4	NA	TETIS	41.8	9.7	2.34885251	0.0103	0.011423788	0.0101	0.0106	0.00098	0.00879
PSL_16_QP_D1	20210609	14:44:00	PSL	16	QP	D1	L1	NA	TETIS	44.3	10.6	2.414321351	0.0097	0.011140846	0.011	0.0131	0.0016	0.00857
PSL_16_QP_D1	20210609	14:44:00	PSL	16	QP	D1	L2	NA	TETIS	45.1	10.1	2.468106105	0.0101	0.011423788	0.0116	0.0137	0.00026	0.00947
PSL_16_QP_D1	20210609	14:44:00	PSL	16	QP	D1	L3	NA	TETIS	31	8.9	1.78415148	0.0073	0.00806385	0.0073	0.0093	0.00074	0.00537
PSL_16_QP_D1	20210609	14:44:00	PSL	16	QP	D1	L4	NA	TETIS	37.9	10	2.279872513	0.0089	0.010398123	0.0103	0.0118	0.00029	0.00968
PSL_16_QP_D2	20210609	14:35:00	PSL	16	QP	D2	L1	NA	TETIS	51.7	10.2	2.649613605	0.0102	0.012378718	0.0126	0.0135	0.00091	0.00998
PSL_16_QP_D2	20210609	14:35:00	PSL	16	QP	D2	L2	NA	TETIS	68	11	2.3534279	0.0106	0.012103635	0.0127	0.0134	0.00177	0.00923
PSL_16_QP_D2	20210609	14:35:00	PSL	16	QP	D2	L3	NA	TETIS	48.8	10.6	2.468965813	0.0096	0.011494524	0.0105	0.012	0.00044	0.0077
PSL_16_QP_D2	20210609	14:35:00	PSL	16	QP	D2	L4	NA	TETIS	57.8	11.7	2.424537393	0.0095	0.011565259	0.0099	0.0124	0.00146	0.00823
PSL_16_QP_D3	20210609	14:40:00	PSL	16	QP	D3	L1	NA	TETIS	34.9	9.7	2.222253817	0.0102	0.011353053	0.0125	0.0127	0.00151	0.00937
PSL_16_QP_D3	20210609	14:40:00	PSL	16	QP	D3	L2	NA	TETIS	30.5	9.2	1.892620912	0.0079	0.008629735	0.0094	0.0097	0.00074	0.00874
PSL_16_QP_D3	20210609	14:40:00	PSL	16	QP	D3	L3	NA	TETIS	33.1	9.4	2.061619251	0.0087	0.009690768	0.0105	0.0119	0.00053	0.00734
PSL_16_QP_D3	20210609	14:40:00	PSL	16	QP	D3	L4	NA	TETIS	30.3	9.2	2.066390194	0.0088	0.010009078	0.0111	0.012	0.00069	0.00979
PSL_16_QI_D4	20210609	14:47:00	PSL	16	QI	D4	L1	Y	TETIS	41.2	11.2	2.962060872	0.0181	0.019216486	0.02	0.0173	0.00387	0.01307
PSL_16_QI_D4	20210609	14:47:00	PSL	16	QI	D4	L2	Y	TETIS	42.2	11.7	2.887928168	0.0169	0.017178629	0.0192	0.0168	0.0004	0.01271
PSL_16_QI_D4	20210609	14:47:00	PSL	16	QI	D4	L3	Y	TETIS	21	8.5	1.204661805	0.0177	0.018744916	0.0166	0.0141	0.00003	0.0148
PSL_16_QI_D4	20210609	14:47:00	PSL	16	QI	D4	L4	Y	TETIS	23.6	8.2	1.477906253	0.0161	0.016387065	0.0157	0.0133	0	0.01294
PSL_15_QP_D1	20210609	15:44:00	PSL	15	QP	D1	L1	NA	TETIS	28.7	8.5	1.814855728	0.0098	0.011812834	0.0107	0.0118	0.00139	0.0086
PSL_15_QP_D1	20210609	15:44:00	PSL	15	QP	D1	L2	NA	TETIS	34.4	9.2	2.096741423	0.0112	0.01297997	0.0127	0.0132	0.00174	0.01002
PSL_15_QP_D1	20210609	15:44:00	PSL	15	QP	D1	L3	NA	TETIS	36.6	9.3	2.23916464	0.0106	0.012626292	0.0117	0.0126	0.00111	0.00981
PSL_15_QP_D1	20210609	15:44:00	PSL	15	QP	D1	L4	NA	TETIS	33.9	9.3	2.217769603	0.0104	0.012166511	0.012	0.0124	0	0.01059
PSL_15_QI_D2	20210609	15:53:00	PSL	15	QI	D2	L1	Y	TETIS	33.9	9.2	3.08536457	0.015	0.018461973	0.0211	0.0144	0.00228	0.01131
PSL_15_QI_D2	20210609	15:53:00	PSL	15	QI	D2	L2	Y	TETIS	34.6	9.2	2.861682028	0.0161	0.019187013	0.0197	0.0134	0.0012	0.01269
PSL_15_QI_D2	20210609	15:53:00	PSL	15	QI	D2	L3	Y	TETIS	30.6	9.4	2.465505263	0.0151	0.018239662	0.0192	0.014	0	0.01428
PSL_15_QI_D2	20210609	15:53:00	PSL	15	QI	D2	L4	Y	TETIS	32.4	9.3	2.528067716	0.0159	0.017936509	0.0195	0.0138	0.00175	0.01383
PSL_15_QP_D3	20210609	15:33:00	PSL	15	QP	D3	L1	NA	TETIS	45.3	10.5	2.296770457	0.0105	0.011742098	0.0127	0.0133	0.0009	0.0117
PSL_15_QP_D3	20210609	15:33:00	PSL	15	QP	D3	L2	NA	TETIS	45.5	11.5	2.263698791	0.0101	0.011494524	0.0132	0.0135	0	0.01054
PSL_15_QP_D3	20210609	15:33:00	PSL	15	QP	D3	L3	NA	TETIS	38.4	10	2.080051789	0.0093	0.010964007	0.0109	0.0123	0.001	0.00931
PSL_15_QP_D3	20210609	15:33:00	PSL	15	QP	D3	L4	NA	TETIS	32	9.6	1.930927343	0.0083	0.01029202	0.0096	0.0117	0.00044	0.00764
PSL_15_QP_D4	20210609	15:46:00	PSL	15	QP	D4	L1	NA	TETIS	59.2	12.5	2.723802927	0.0115	0.01361659	0.0129	0.0145	0.00138	0.01052
PSL_15_QP_D4	20210609	15:46:00	PSL	15	QP	D4	L2	NA	TETIS	53.4	12.2	2.767577737	0.0104	0.012272615	0.0105	0.0127	0.00073	0.00841
PSL_15_QP_D4	20210609	15:46:00	PSL	15	QP	D4	L3	NA	TETIS	50.1	12.1	2.709608314	0.0108	0.012166511	0.0118	0.0134	0.00124	0.00959
PSL_15_QP_D4	20210609	15:46:00	PSL	15	QP	D4	L4	NA	TETIS	47.1	11.8	2.571667751	0.0093	0.011742098	0.0105	0.0127	0.0009	0.00926
PSL_15_QI_D5	20210609	15:47:00	PSL	15	QI	D5	L1	Y	TETIS	37.1	12.5	2.631856426	0.0192	0.018155453	0.0179	0.017	0.00143	0.01342
PSL_15_QI_D5	20210609	15:47:00	PSL	15	QI	D5	L2	Y	TETIS	37.5	12.1	2.741125926	0.0174	0.017582832	0.0195	0.0167	0.00455	0.0156
PSL_15_QI_D5	20210609	15:47:00	PSL	15	QI	D5	L3	Y	TETIS	40.6	12.6	3.059213466	0.0181	0.017919668	0.0194	0.0182	0.00148	0.01615
PSL_15_QI_D5	20210609	15:47:00	PSL	15	QI	D5	L4	Y	TETIS	45.3	12.5	3.2787813	0.0163	0.015561817	0.0183	0.0168	0.00176	0.01554
